

Montana (PST) SNOTEL Site Sleeping Woman - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 10 06:02:30 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
783,2021-07-20,,     0.0,    31.1,    18.7,    25.8,    17.8,    21.0,       0,
783,2021-07-21,,     0.0,    31.1,    15.4,    23.5,    14.4,    19.2,       0,
783,2021-07-22,,     0.0,    31.1,    14.2,    23.8,    13.2,    18.2,       0,
783,2021-07-23,,     0.0,    31.1,    12.2,    22.3,    10.8,    16.1,       0,
783,2021-07-24,,     0.0,    31.1,    12.8,    22.0,    10.2,    16.2,       0,
783,2021-07-25,,     0.0,    31.1,    16.4,    25.5,    10.8,    18.5,       0,
783,2021-07-26,,     0.0,    31.1,    18.4,    26.4,    15.4,    20.8,       0,
783,2021-07-27,,     0.0,    31.1,    19.9,    28.6,    14.9,    21.4,       0,
783,2021-07-28,,     0.0,    31.1,    16.6,    26.4,    16.0,    21.1,       0,
783,2021-07-29,,     0.0,    31.1,    17.1,    24.3,    14.0,    18.7,       0,
783,2021-07-30,,     0.0,    31.1,    18.8,    27.3,    17.0,    21.4,       0,
783,2021-07-31,,     0.0,    31.1,    19.6,    28.2,    16.8,    22.6,       0,
783,2021-08-01,,     0.0,    31.1,    19.1,    30.2,    17.6,    23.4,       0,
783,2021-08-02,,     0.0,    31.2,    15.2,    26.2,    14.5,    19.3,       0,
783,2021-08-03,,     0.0,    31.3,    15.7,    19.3,    13.6,    16.2,       0,
783,2021-08-04,,     0.0,    31.3,    17.2,    24.8,    14.5,    19.2,       0,
783,2021-08-05,,     0.0,    31.3,    16.5,    26.0,    15.7,    20.7,       0,
783,2021-08-06,,     0.0,    31.3,    14.8,    22.9,    14.2,    18.0,       0,
783,2021-08-07,,     0.0,    31.3,    12.0,    20.1,    11.4,    15.9,       0,
783,2021-08-08,,     0.0,    31.3,    13.4,    22.2,    11.5,    16.3,       0,
783,2021-08-09,,     0.0,    31.7,     6.3,    14.6,     6.0,    10.6,       0,
783,2021-08-10,,     0.0,    31.7,    11.6,    16.3,     6.1,    11.2,       0,
783,2021-08-11,,     0.0,    31.7,    15.0,    20.8,    10.6,    15.5,       0,
783,2021-08-12,,     0.0,    31.7,    18.9,    25.6,    14.1,    20.4,       0,
783,2021-08-13,,     0.0,    31.7,    16.3,    24.3,    15.2,    19.1,       0,
783,2021-08-14,,     0.0,    31.7,    18.9,    27.3,    14.1,    20.6,       0,
783,2021-08-15,,     0.0,    31.7,    18.4,    26.7,    15.9,    20.9,       0,
783,2021-08-16,,     0.0,    31.7,    18.5,    27.2,    17.3,    21.4,       0,
783,2021-08-17,,     0.0,    31.8,    15.0,    25.2,    15.0,    19.8,       0,
783,2021-08-18,,     0.0,    32.5,     5.7,    17.2,     5.5,    11.1,       0,
783,2021-08-19,,     0.0,    32.5,     4.9,     8.2,     4.6,     6.0,       0,
783,2021-08-20,,     0.0,    32.5,    10.8,    15.3,     4.6,    10.2,       0,
783,2021-08-21,,     0.0,    32.6,     9.5,    14.7,     8.6,    10.6,       0,
783,2021-08-22,,     0.0,    32.8,     8.4,    14.7,     7.7,     9.4,       0,
783,2021-08-23,,     0.0,    32.9,     9.8,    15.5,     7.9,    10.8,       0,
783,2021-08-24,,     0.0,    32.9,     5.4,    14.8,     5.4,     9.5,       0,
783,2021-08-25,,     0.0,    32.9,     7.8,    15.6,     3.9,     9.6,       0,
783,2021-08-26,,     0.0,    32.9,    11.5,    17.4,     6.9,    11.8,       0,
783,2021-08-27,,     0.0,    32.9,    10.0,    16.9,     9.1,    12.2,       0,
783,2021-08-28,,     0.0,    33.1,     6.8,    13.2,     6.5,     8.8,       0,
783,2021-08-29,,     0.0,    33.1,     9.3,    16.1,     5.3,    10.3,       0,
783,2021-08-30,,     0.0,    33.1,    12.3,    20.1,     8.2,    13.8,       0,
783,2021-08-31,,     0.0,    33.1,    11.4,    21.7,    11.2,    15.8,       0,
783,2021-09-01,,     0.0,    33.2,     6.2,    16.0,     5.8,    11.1,       0,
783,2021-09-02,,     0.0,    33.2,     6.1,    15.4,     3.6,     8.7,       0,
783,2021-09-03,,     0.0,    33.2,     7.4,    15.9,     4.7,     9.6,       0,
783,2021-09-04,,     0.0,    33.2,    10.0,    16.5,     6.6,    11.2,       0,
783,2021-09-05,,     0.0,    33.2,    13.1,    20.7,     8.6,    14.1,       0,
783,2021-09-06,,     0.0,    33.2,    13.0,    22.0,    10.4,    16.1,       0,
783,2021-09-07,,     0.0,    33.2,    11.5,    20.4,    11.3,    15.0,       0,
783,2021-09-08,,     0.0,    33.2,    15.8,    23.1,     9.9,    16.1,       0,
783,2021-09-09,,     0.0,    33.2,    13.6,    25.2,    12.2,    18.3,       0,
783,2021-09-10,,     0.0,    33.2,    16.5,    22.9,    11.6,    17.2,       0,
783,2021-09-11,,     0.0,    33.3,    10.8,    21.9,    10.7,    16.7,       0,
783,2021-09-12,,     0.0,    33.6,     6.5,    11.5,     6.3,     8.4,       0,
783,2021-09-13,,     0.0,    33.6,     9.0,    15.9,     6.0,    11.1,       0,
783,2021-09-14,,     0.0,    33.6,     6.6,    15.3,     6.6,    10.5,       0,
783,2021-09-15,,     0.0,    33.6,    11.2,    16.3,     5.6,    11.3,       0,
783,2021-09-16,,     0.0,    33.6,     5.3,    14.4,     5.3,    10.9,       0,
783,2021-09-17,,     0.0,    33.8,     2.9,    12.0,     2.8,     6.3,       0,
783,2021-09-18,,     0.0,    33.8,    15.8,    17.5,     2.0,    11.2,       0,
783,2021-09-19,,     0.0,    33.8,     5.4,    16.3,     4.4,    11.0,       0,
783,2021-09-20,,     0.0,    34.3,     2.8,     7.8,     2.1,     4.4,       0,
783,2021-09-21,,     0.0,    34.6,     3.3,     8.3,     1.6,     4.0,       0,
783,2021-09-22,,     0.0,    34.6,     9.7,    14.9,     2.3,     8.8,       0,
783,2021-09-23,,     0.0,    34.6,     8.4,    17.2,     8.0,    12.7,       0,
783,2021-09-24,,     0.0,    34.6,     6.6,    15.3,     6.3,     9.8,       0,
783,2021-09-25,,     0.0,    34.6,    11.2,    16.7,     5.9,    10.8,       0,
783,2021-09-26,,     0.0,    34.6,    11.0,    20.6,    10.5,    15.0,       0,
783,2021-09-27,,     0.0,    34.6,    10.8,    19.8,    10.0,    14.7,       0,
783,2021-09-28,,     0.0,    34.6,     7.8,    19.2,     7.8,    13.4,       0,
783,2021-09-29,,     0.0,    34.8,     2.2,     7.8,     1.7,     3.2,       0,
783,2021-09-30,,     0.0,    34.8,     4.3,     8.5,     1.6,     4.2,       0,
783,2021-09-30,23:59,-99.9,    34.8,-99.9,-99.9,-99.9,-99.9,-99.9,




