

Montana (PST) SNOTEL Site Sleeping Woman - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 10 06:00:27 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
783,2019-07-21,,     0.0,    34.3,     7.2,    17.0,     6.1,    10.7,       0,
783,2019-07-22,,     0.0,    34.3,    16.6,    21.5,     6.3,    14.5,       0,
783,2019-07-23,,     0.0,    34.3,    16.2,    23.3,    12.3,    18.0,       0,
783,2019-07-24,,     0.0,    34.3,    18.4,    27.6,    15.3,    21.0,       0,
783,2019-07-25,,     0.0,    34.3,     7.7,    18.5,     7.7,    14.6,       0,
783,2019-07-26,,     0.0,    34.3,    12.3,    22.3,     6.5,    14.6,       0,
783,2019-07-27,,     0.0,    34.3,    15.1,    24.3,    10.9,    18.0,       0,
783,2019-07-28,,     0.0,    34.3,    12.2,    21.8,    11.8,    17.0,       0,
783,2019-07-29,,     0.0,    34.3,    12.5,    21.9,    10.0,    15.6,       0,
783,2019-07-30,,     0.0,    34.3,    14.1,    23.4,    11.1,    17.7,       0,
783,2019-07-31,,     0.0,    34.3,    16.0,    23.9,    13.8,    18.7,       0,
783,2019-08-01,,     0.0,    34.3,    15.8,    25.4,    13.6,    19.5,       0,
783,2019-08-02,,     0.0,    34.3,    16.7,    26.4,    14.9,    20.4,       0,
783,2019-08-03,,     0.0,    34.5,    14.9,    26.4,    12.5,    19.4,       0,
783,2019-08-04,,     0.0,    34.5,    13.9,    23.4,    13.5,    17.5,       0,
783,2019-08-05,,     0.0,    34.5,    15.1,    24.0,    12.6,    18.0,       0,
783,2019-08-06,,     0.0,    34.5,    15.9,    25.7,    13.8,    19.7,       0,
783,2019-08-07,,     0.0,    34.5,    17.2,    25.9,    14.9,    20.3,       0,
783,2019-08-08,,     0.0,    34.5,    19.5,    27.1,    16.5,    21.5,       0,
783,2019-08-09,,     0.0,    34.5,    16.3,    26.5,    13.4,    20.8,       0,
783,2019-08-10,,     0.0,    34.7,    12.9,    16.9,    11.1,    13.5,       0,
783,2019-08-11,,     0.0,    35.1,    10.4,    20.4,     8.7,    13.5,       0,
783,2019-08-12,,     0.0,    35.8,     8.7,    15.2,     7.3,    10.0,       0,
783,2019-08-13,,     0.0,    35.8,     8.3,    15.2,     8.2,    10.6,       0,
783,2019-08-14,,     0.0,    35.8,    11.9,    19.4,     7.5,    13.3,       0,
783,2019-08-15,,     0.0,    35.8,    13.4,    21.1,    11.2,    15.7,       0,
783,2019-08-16,,     0.0,    36.2,    12.3,    19.4,     9.0,    13.5,       0,
783,2019-08-17,,     0.0,    36.2,    11.5,    17.8,    11.5,    14.0,       0,
783,2019-08-18,,     0.0,    36.3,    10.5,    13.8,     8.6,    11.0,       0,
783,2019-08-19,,     0.0,    36.3,    14.2,    21.8,     8.7,    15.0,       0,
783,2019-08-20,,     0.0,    36.3,    13.5,    23.8,    12.2,    17.6,       0,
783,2019-08-21,,     0.0,    36.3,    16.4,    24.0,    12.2,    17.8,       0,
783,2019-08-22,,     0.0,    36.3,    14.3,    27.0,    14.2,    20.5,       0,
783,2019-08-23,,     0.0,    37.0,     9.0,    14.3,     9.0,    11.3,       0,
783,2019-08-24,,     0.0,    37.0,    12.3,    19.6,     8.5,    13.8,       0,
783,2019-08-25,,     0.0,    37.0,     9.9,    19.4,     9.1,    14.4,       0,
783,2019-08-26,,     0.0,    37.0,    10.3,    14.4,     8.4,    11.0,       0,
783,2019-08-27,,     0.0,    37.0,     9.4,    16.9,     7.9,    12.1,       0,
783,2019-08-28,,     0.0,    37.0,    12.1,    20.0,     7.6,    13.5,       0,
783,2019-08-29,,     0.0,    37.0,    16.1,    24.2,    10.5,    17.8,       0,
783,2019-08-30,,     0.0,    37.0,-99.9,    20.9,    10.7,    14.8,       0,
783,2019-08-31,,     0.0,    37.1,    11.4,    19.6,    10.8,    13.4,       0,
783,2019-09-01,,     0.0,    37.1,    16.1,    23.0,    10.2,    16.2,       0,
783,2019-09-02,,     0.0,    37.1,    15.2,    24.4,    12.6,    17.8,       0,
783,2019-09-03,,     0.0,    37.1,    13.1,    21.8,    12.0,    16.5,       0,
783,2019-09-04,,     0.0,    37.1,    17.5,    23.6,    11.9,    18.3,       0,
783,2019-09-05,,     0.0,    37.1,    12.8,    22.5,    12.0,    16.4,       0,
783,2019-09-06,,     0.0,    37.1,    16.6,    24.9,    11.1,    17.5,       0,
783,2019-09-07,,     0.0,    37.4,    10.0,    17.4,     9.9,    13.1,       0,
783,2019-09-08,,     0.0,    37.4,    11.1,    16.2,     9.7,    11.9,       0,
783,2019-09-09,,     0.0,    38.2,     7.7,    16.0,     7.5,    11.0,       0,
783,2019-09-10,,     0.0,    38.5,     5.3,    11.1,     5.1,     7.8,       0,
783,2019-09-11,,     0.0,    38.5,     5.7,    12.0,     4.6,     7.8,       0,
783,2019-09-12,,     0.0,    38.5,     6.9,    12.2,     5.1,     8.0,       0,
783,2019-09-13,,     0.0,    38.5,    12.4,    15.4,     6.2,    10.8,       0,
783,2019-09-14,,     0.0,    38.6,     8.4,    15.2,     7.9,    12.0,       0,
783,2019-09-15,,     0.0,    38.6,    10.5,    18.3,     7.7,    12.3,       0,
783,2019-09-16,,     0.0,    38.6,    13.4,    22.0,     9.8,    15.1,       0,
783,2019-09-17,,     0.0,    38.6,     8.2,    18.8,     7.7,    12.3,       0,
783,2019-09-18,,     0.0,    38.6,     7.6,     9.3,     4.0,     6.4,       0,
783,2019-09-19,,     0.0,    38.8,     4.5,     9.3,     4.5,     6.4,       0,
783,2019-09-20,,     0.0,    38.9,     5.2,     9.4,     3.7,     6.1,       0,
783,2019-09-21,,     0.0,    38.9,     5.6,     9.9,     3.4,     6.2,       0,
783,2019-09-22,,     0.0,    38.9,     7.5,     9.5,     5.4,     7.1,       0,
783,2019-09-23,,     0.0,    38.9,     8.6,    16.2,     5.5,    10.8,       0,
783,2019-09-24,,     0.0,    38.9,     6.5,    12.1,     6.5,     8.9,       0,
783,2019-09-25,,     0.0,    38.9,     4.9,    10.6,     4.5,     7.7,       0,
783,2019-09-26,,     0.0,    38.9,     6.6,    12.0,     4.2,     7.1,       0,
783,2019-09-27,,     0.0,    39.4,     5.2,     8.6,     4.9,     6.5,       0,
783,2019-09-28,,     0.1,    39.6,     1.1,     9.1,     1.1,     4.1,       1,
783,2019-09-29,,     0.1,    39.7,    -4.1,     1.3,    -4.2,    -1.0,       1,
783,2019-09-30,,     0.6,    40.2,    -4.2,    -1.8,    -4.9,    -3.9,       4,
783,2019-09-30,23:59,-99.9,    40.2,-99.9,-99.9,-99.9,-99.9,-99.9,




